k;b;psi_s;phi;Sr_l;Sr_g
2.727722E-13;5.445801E+00;-4.497925E-01;4.609497E-01;1.979675E-01;1.896179E-01
7.477722E-13;3.445801E+00;-1.997925E-01;4.109497E-01;1.229675E-01;1.146179E-01
5.102722E-13;4.445801E+00;-5.747925E-01;4.359497E-01;1.604675E-01;7.711792E-02
9.852722E-13;6.445801E+00;-3.247925E-01;4.859497E-01;8.546753E-02;1.521179E-01
5.753784E-14;3.539551E+00;-5.865112E-01;4.851685E-01;7.023315E-02;9.235229E-02
5.325378E-13;5.539551E+00;-3.365112E-01;4.351685E-01;1.452332E-01;1.673523E-01
2.950378E-13;6.539551E+00;-4.615112E-01;4.101685E-01;1.077332E-01;1.298523E-01
7.700378E-13;4.539551E+00;-2.115112E-01;4.601685E-01;1.827332E-01;5.485229E-02
1.762878E-13;5.039551E+00;-1.490112E-01;4.226685E-01;1.264832E-01;1.111023E-01
6.512878E-13;3.039551E+00;-3.990112E-01;4.726685E-01;5.148315E-02;1.861023E-01
4.137878E-13;4.039551E+00;-2.740112E-01;4.976685E-01;1.639832E-01;1.486023E-01
8.887878E-13;6.039551E+00;-5.240112E-01;4.476685E-01;8.898315E-02;7.360229E-02
1.169128E-13;6.289551E+00;-2.427612E-01;4.539185E-01;6.085815E-02;1.017273E-01
5.919128E-13;4.289551E+00;-4.927612E-01;4.039185E-01;1.358582E-01;1.767273E-01
3.544128E-13;3.289551E+00;-1.177612E-01;4.289185E-01;9.835815E-02;1.392273E-01
8.294128E-13;5.289551E+00;-3.677612E-01;4.789185E-01;1.733582E-01;6.422729E-02
2.356628E-13;4.789551E+00;-4.302612E-01;4.414185E-01;1.546082E-01;1.204773E-01
7.106628E-13;6.789551E+00;-1.802612E-01;4.914185E-01;7.960815E-02;1.954773E-01
4.731628E-13;5.789551E+00;-5.552612E-01;4.664185E-01;1.921082E-01;1.579773E-01
9.481628E-13;3.789551E+00;-3.052612E-01;4.164185E-01;1.171082E-01;8.297729E-02
8.722534E-14;5.664551E+00;-3.833862E-01;4.882935E-01;1.030457E-01;5.016479E-02
5.622253E-13;3.664551E+00;-1.333862E-01;4.382935E-01;1.780457E-01;1.251648E-01
3.247253E-13;4.664551E+00;-5.083862E-01;4.132935E-01;6.554565E-02;1.626648E-01
7.997253E-13;6.664551E+00;-2.583862E-01;4.632935E-01;1.405457E-01;8.766479E-02
2.059753E-13;3.164551E+00;-3.208862E-01;4.007935E-01;1.967957E-01;6.891479E-02
6.809753E-13;5.164551E+00;-5.708862E-01;4.507935E-01;1.217957E-01;1.439148E-01
4.434753E-13;6.164551E+00;-1.958862E-01;4.757935E-01;1.592957E-01;1.814148E-01
9.184753E-13;4.164551E+00;-4.458862E-01;4.257935E-01;8.429565E-02;1.064148E-01
1.466003E-13;4.414551E+00;-1.646362E-01;4.695435E-01;1.124207E-01;5.953979E-02
6.216003E-13;6.414551E+00;-4.146362E-01;4.195435E-01;1.874207E-01;1.345398E-01
3.841003E-13;5.414551E+00;-2.896362E-01;4.445435E-01;7.492065E-02;1.720398E-01
8.591003E-13;3.414551E+00;-5.396362E-01;4.945435E-01;1.499207E-01;9.703979E-02
2.653503E-13;6.914551E+00;-4.771362E-01;4.320435E-01;1.686707E-01;7.828979E-02
7.403503E-13;4.914551E+00;-2.271362E-01;4.820435E-01;9.367065E-02;1.532898E-01
5.028503E-13;3.914551E+00;-3.521362E-01;4.570435E-01;1.311707E-01;1.907898E-01
9.778503E-13;5.914551E+00;-1.021362E-01;4.070435E-01;5.617065E-02;1.157898E-01
7.238159E-14;6.727051E+00;-1.255737E-01;4.461060E-01;1.897644E-01;1.462585E-01
5.473816E-13;4.727051E+00;-3.755737E-01;4.961060E-01;1.147644E-01;7.125854E-02
3.098816E-13;3.727051E+00;-2.505737E-01;4.711060E-01;1.522644E-01;1.087585E-01
7.848816E-13;5.727051E+00;-5.005737E-01;4.211060E-01;7.726440E-02;1.837585E-01
1.911316E-13;4.227051E+00;-5.630737E-01;4.586060E-01;9.601440E-02;1.275085E-01
6.661316E-13;6.227051E+00;-3.130737E-01;4.086060E-01;1.710144E-01;5.250854E-02
4.286316E-13;5.227051E+00;-4.380737E-01;4.336060E-01;5.851440E-02;9.000854E-02
9.036316E-13;3.227051E+00;-1.880737E-01;4.836060E-01;1.335144E-01;1.650085E-01
1.317566E-13;3.477051E+00;-4.693237E-01;4.148560E-01;1.803894E-01;1.556335E-01
6.067566E-13;5.477051E+00;-2.193237E-01;4.648560E-01;1.053894E-01;8.063354E-02
3.692566E-13;6.477051E+00;-5.943237E-01;4.898560E-01;1.428894E-01;1.181335E-01
8.442566E-13;4.477051E+00;-3.443237E-01;4.398560E-01;6.788940E-02;1.931335E-01
2.505066E-13;5.977051E+00;-2.818237E-01;4.773560E-01;1.241394E-01;1.368835E-01
7.255066E-13;3.977051E+00;-5.318237E-01;4.273560E-01;1.991394E-01;6.188354E-02
4.880066E-13;4.977051E+00;-1.568237E-01;4.023560E-01;8.663940E-02;9.938354E-02
9.630066E-13;6.977051E+00;-4.068237E-01;4.523560E-01;1.616394E-01;1.743835E-01
1.020691E-13;4.602051E+00;-2.974487E-01;4.304810E-01;1.382019E-01;1.884460E-01
5.770691E-13;6.602051E+00;-5.474487E-01;4.804810E-01;6.320190E-02;1.134460E-01
3.395691E-13;5.602051E+00;-1.724487E-01;4.554810E-01;1.757019E-01;7.594604E-02
8.145691E-13;3.602051E+00;-4.224487E-01;4.054810E-01;1.007019E-01;1.509460E-01
2.208191E-13;6.102051E+00;-3.599487E-01;4.679810E-01;8.195190E-02;1.696960E-01
6.958191E-13;4.102051E+00;-1.099487E-01;4.179810E-01;1.569519E-01;9.469604E-02
4.583191E-13;3.102051E+00;-4.849487E-01;4.429810E-01;1.194519E-01;5.719604E-02
9.333191E-13;5.102051E+00;-2.349487E-01;4.929810E-01;1.944519E-01;1.321960E-01
1.614441E-13;5.352051E+00;-5.161987E-01;4.117310E-01;1.475769E-01;1.978210E-01
6.364441E-13;3.352051E+00;-2.661987E-01;4.617310E-01;7.257690E-02;1.228210E-01
3.989441E-13;4.352051E+00;-3.911987E-01;4.867310E-01;1.850769E-01;8.532104E-02
8.739441E-13;6.352051E+00;-1.411987E-01;4.367310E-01;1.100769E-01;1.603210E-01
2.801941E-13;3.852051E+00;-2.036987E-01;4.992310E-01;5.382690E-02;1.790710E-01
7.551941E-13;5.852051E+00;-4.536987E-01;4.492310E-01;1.288269E-01;1.040710E-01
5.176941E-13;6.852051E+00;-3.286987E-01;4.242310E-01;9.132690E-02;6.657104E-02
9.926941E-13;4.852051E+00;-5.786987E-01;4.742310E-01;1.663269E-01;1.415710E-01
5.382690E-14;4.867676E+00;-1.939331E-01;4.168091E-01;1.001160E-01;7.067261E-02
5.288269E-13;6.867676E+00;-4.439331E-01;4.668091E-01;1.751160E-01;1.456726E-01
2.913269E-13;5.867676E+00;-3.189331E-01;4.918091E-01;6.261597E-02;1.831726E-01
7.663269E-13;3.867676E+00;-5.689331E-01;4.418091E-01;1.376160E-01;1.081726E-01
1.725769E-13;6.367676E+00;-5.064331E-01;4.793091E-01;1.938660E-01;5.192261E-02
6.475769E-13;4.367676E+00;-2.564331E-01;4.293091E-01;1.188660E-01;1.269226E-01
4.100769E-13;3.367676E+00;-3.814331E-01;4.043091E-01;1.563660E-01;1.644226E-01
8.850769E-13;5.367676E+00;-1.314331E-01;4.543091E-01;8.136597E-02;8.942261E-02
1.132019E-13;5.117676E+00;-3.501831E-01;4.480591E-01;1.094910E-01;8.004761E-02
5.882019E-13;3.117676E+00;-1.001831E-01;4.980591E-01;1.844910E-01;1.550476E-01
3.507019E-13;4.117676E+00;-4.751831E-01;4.730591E-01;7.199097E-02;1.925476E-01
8.257019E-13;6.117676E+00;-2.251831E-01;4.230591E-01;1.469910E-01;1.175476E-01
2.319519E-13;3.617676E+00;-2.876831E-01;4.605591E-01;1.657410E-01;6.129761E-02
7.069519E-13;5.617676E+00;-5.376831E-01;4.105591E-01;9.074097E-02;1.362976E-01
4.694519E-13;6.617676E+00;-1.626831E-01;4.355591E-01;1.282410E-01;1.737976E-01
9.444519E-13;4.617676E+00;-4.126831E-01;4.855591E-01;5.324097E-02;9.879761E-02
8.351440E-14;6.992676E+00;-2.720581E-01;4.074341E-01;7.667847E-02;1.128601E-01
5.585144E-13;4.992676E+00;-5.220581E-01;4.574341E-01;1.516785E-01;1.878601E-01
3.210144E-13;3.992676E+00;-1.470581E-01;4.824341E-01;1.141785E-01;1.503601E-01
7.960144E-13;5.992676E+00;-3.970581E-01;4.324341E-01;1.891785E-01;7.536011E-02
2.022644E-13;4.492676E+00;-4.595581E-01;4.949341E-01;1.329285E-01;9.411011E-02
6.772644E-13;6.492676E+00;-2.095581E-01;4.449341E-01;5.792847E-02;1.691101E-01
4.397644E-13;5.492676E+00;-5.845581E-01;4.199341E-01;1.704285E-01;1.316101E-01
9.147644E-13;3.492676E+00;-3.345581E-01;4.699341E-01;9.542847E-02;5.661011E-02
1.428894E-13;3.242676E+00;-5.533081E-01;4.261841E-01;6.730347E-02;1.222351E-01
6.178894E-13;5.242676E+00;-3.033081E-01;4.761841E-01;1.423035E-01;1.972351E-01
3.803894E-13;6.242676E+00;-4.283081E-01;4.511841E-01;1.048035E-01;1.597351E-01
8.553894E-13;4.242676E+00;-1.783081E-01;4.011841E-01;1.798035E-01;8.473511E-02
2.616394E-13;5.742676E+00;-1.158081E-01;4.636841E-01;1.610535E-01;1.034851E-01
7.366394E-13;3.742676E+00;-3.658081E-01;4.136841E-01;8.605347E-02;1.784851E-01
4.991394E-13;4.742676E+00;-2.408081E-01;4.386841E-01;1.985535E-01;1.409851E-01
9.741394E-13;6.742676E+00;-4.908081E-01;4.886841E-01;1.235535E-01;6.598511E-02
6.867065E-14;5.930176E+00;-4.829956E-01;4.527466E-01;1.399597E-01;1.714539E-01
5.436707E-13;3.930176E+00;-2.329956E-01;4.027466E-01;6.495972E-02;9.645386E-02
3.061707E-13;4.930176E+00;-3.579956E-01;4.277466E-01;1.774597E-01;5.895386E-02
7.811707E-13;6.930176E+00;-1.079956E-01;4.777466E-01;1.024597E-01;1.339539E-01
1.874207E-13;3.430176E+00;-1.704956E-01;4.402466E-01;8.370972E-02;1.902039E-01
6.624207E-13;5.430176E+00;-4.204956E-01;4.902466E-01;1.587097E-01;1.152039E-01
4.249207E-13;6.430176E+00;-2.954956E-01;4.652466E-01;1.212097E-01;7.770386E-02
8.999207E-13;4.430176E+00;-5.454956E-01;4.152466E-01;1.962097E-01;1.527039E-01
1.280457E-13;4.180176E+00;-3.267456E-01;4.839966E-01;1.493347E-01;1.808289E-01
6.030457E-13;6.180176E+00;-5.767456E-01;4.339966E-01;7.433472E-02;1.058289E-01
3.655457E-13;5.180176E+00;-2.017456E-01;4.089966E-01;1.868347E-01;6.832886E-02
8.405457E-13;3.180176E+00;-4.517456E-01;4.589966E-01;1.118347E-01;1.433289E-01
2.467957E-13;6.680176E+00;-3.892456E-01;4.214966E-01;5.558472E-02;1.995789E-01
7.217957E-13;4.680176E+00;-1.392456E-01;4.714966E-01;1.305847E-01;1.245789E-01
4.842957E-13;3.680176E+00;-5.142456E-01;4.964966E-01;9.308472E-02;8.707886E-02
9.592957E-13;5.680176E+00;-2.642456E-01;4.464966E-01;1.680847E-01;1.620789E-01
9.835815E-14;3.805176E+00;-4.361206E-01;4.746216E-01;1.821472E-01;1.292664E-01
5.733582E-13;5.805176E+00;-1.861206E-01;4.246216E-01;1.071472E-01;5.426636E-02
3.358582E-13;6.805176E+00;-5.611206E-01;4.496216E-01;1.446472E-01;9.176636E-02
8.108582E-13;4.805176E+00;-3.111206E-01;4.996216E-01;6.964722E-02;1.667664E-01
2.171082E-13;5.305176E+00;-2.486206E-01;4.371216E-01;8.839722E-02;1.480164E-01
6.921082E-13;3.305176E+00;-4.986206E-01;4.871216E-01;1.633972E-01;7.301636E-02
4.546082E-13;4.305176E+00;-1.236206E-01;4.621216E-01;5.089722E-02;1.105164E-01
9.296082E-13;6.305176E+00;-3.736206E-01;4.121216E-01;1.258972E-01;1.855164E-01
1.577332E-13;6.055176E+00;-1.548706E-01;4.933716E-01;1.727722E-01;1.386414E-01
6.327332E-13;4.055176E+00;-4.048706E-01;4.433716E-01;9.777222E-02;6.364136E-02
3.952332E-13;3.055176E+00;-2.798706E-01;4.183716E-01;1.352722E-01;1.011414E-01
8.702332E-13;5.055176E+00;-5.298706E-01;4.683716E-01;6.027222E-02;1.761414E-01
2.764832E-13;4.555176E+00;-5.923706E-01;4.058716E-01;1.165222E-01;1.573914E-01
7.514832E-13;6.555176E+00;-3.423706E-01;4.558716E-01;1.915222E-01;8.239136E-02
5.139832E-13;5.555176E+00;-4.673706E-01;4.808716E-01;7.902222E-02;1.198914E-01
9.889832E-13;3.555176E+00;-2.173706E-01;4.308716E-01;1.540222E-01;1.948914E-01
6.124878E-14;6.461426E+00;-4.556519E-01;4.285278E-01;1.528503E-01;6.012573E-02
5.362488E-13;4.461426E+00;-2.056519E-01;4.785278E-01;7.785034E-02;1.351257E-01
2.987488E-13;3.461426E+00;-5.806519E-01;4.535278E-01;1.903503E-01;1.726257E-01
7.737488E-13;5.461426E+00;-3.306519E-01;4.035278E-01;1.153503E-01;9.762573E-02
1.799988E-13;4.961426E+00;-2.681519E-01;4.660278E-01;5.910034E-02;7.887573E-02
6.549988E-13;6.961426E+00;-5.181519E-01;4.160278E-01;1.341003E-01;1.538757E-01
4.174988E-13;5.961426E+00;-1.431519E-01;4.410278E-01;9.660034E-02;1.913757E-01
8.924988E-13;3.961426E+00;-3.931519E-01;4.910278E-01;1.716003E-01;1.163757E-01
1.206238E-13;3.711426E+00;-1.119019E-01;4.097778E-01;1.434753E-01;5.075073E-02
5.956238E-13;5.711426E+00;-3.619019E-01;4.597778E-01;6.847534E-02;1.257507E-01
3.581238E-13;6.711426E+00;-2.369019E-01;4.847778E-01;1.809753E-01;1.632507E-01
8.331238E-13;4.711426E+00;-4.869019E-01;4.347778E-01;1.059753E-01;8.825073E-02
2.393738E-13;5.211426E+00;-5.494019E-01;4.972778E-01;8.722534E-02;6.950073E-02
7.143738E-13;3.211426E+00;-2.994019E-01;4.472778E-01;1.622253E-01;1.445007E-01
4.768738E-13;4.211426E+00;-4.244019E-01;4.222778E-01;1.247253E-01;1.820007E-01
9.518738E-13;6.211426E+00;-1.744019E-01;4.722778E-01;1.997253E-01;1.070007E-01
9.093628E-14;4.336426E+00;-5.337769E-01;4.441528E-01;1.762878E-01;1.023132E-01
5.659363E-13;6.336426E+00;-2.837769E-01;4.941528E-01;1.012878E-01;1.773132E-01
3.284363E-13;5.336426E+00;-4.087769E-01;4.691528E-01;1.387878E-01;1.398132E-01
8.034363E-13;3.336426E+00;-1.587769E-01;4.191528E-01;6.378784E-02;6.481323E-02
2.096863E-13;6.836426E+00;-2.212769E-01;4.566528E-01;1.200378E-01;1.210632E-01
6.846863E-13;4.836426E+00;-4.712769E-01;4.066528E-01;1.950378E-01;1.960632E-01
4.471863E-13;3.836426E+00;-3.462769E-01;4.316528E-01;8.253784E-02;1.585632E-01
9.221863E-13;5.836426E+00;-5.962769E-01;4.816528E-01;1.575378E-01;8.356323E-02
1.503113E-13;5.586426E+00;-3.150269E-01;4.129028E-01;1.856628E-01;9.293823E-02
6.253113E-13;3.586426E+00;-5.650269E-01;4.629028E-01;1.106628E-01;1.679382E-01
3.878113E-13;4.586426E+00;-1.900269E-01;4.879028E-01;1.481628E-01;1.304382E-01
8.628113E-13;6.586426E+00;-4.400269E-01;4.379028E-01;7.316284E-02;5.543823E-02
2.690613E-13;3.086426E+00;-3.775269E-01;4.754028E-01;9.191284E-02;1.116882E-01
7.440613E-13;5.086426E+00;-1.275269E-01;4.254028E-01;1.669128E-01;1.866882E-01
5.065613E-13;6.086426E+00;-5.025269E-01;4.004028E-01;5.441284E-02;1.491882E-01
9.815613E-13;4.086426E+00;-2.525269E-01;4.504028E-01;1.294128E-01;7.418823E-02
7.609253E-14;3.273926E+00;-2.290894E-01;4.894653E-01;1.083191E-01;1.984070E-01
5.510925E-13;5.273926E+00;-4.790894E-01;4.394653E-01;1.833191E-01;1.234070E-01
3.135925E-13;6.273926E+00;-1.040894E-01;4.144653E-01;7.081909E-02;8.590698E-02
7.885925E-13;4.273926E+00;-3.540894E-01;4.644653E-01;1.458191E-01;1.609070E-01
1.948425E-13;5.773926E+00;-4.165894E-01;4.019653E-01;1.645691E-01;1.796570E-01
6.698425E-13;3.773926E+00;-1.665894E-01;4.519653E-01;8.956909E-02;1.046570E-01
4.323425E-13;4.773926E+00;-5.415894E-01;4.769653E-01;1.270691E-01;6.715698E-02
9.073425E-13;6.773926E+00;-2.915894E-01;4.269653E-01;5.206909E-02;1.421570E-01
1.354675E-13;6.523926E+00;-5.728394E-01;4.707153E-01;9.894409E-02;1.890320E-01
6.104675E-13;4.523926E+00;-3.228394E-01;4.207153E-01;1.739441E-01;1.140320E-01
3.729675E-13;3.523926E+00;-4.478394E-01;4.457153E-01;6.144409E-02;7.653198E-02
8.479675E-13;5.523926E+00;-1.978394E-01;4.957153E-01;1.364441E-01;1.515320E-01
2.542175E-13;4.023926E+00;-1.353394E-01;4.332153E-01;1.926941E-01;1.702820E-01
7.292175E-13;6.023926E+00;-3.853394E-01;4.832153E-01;1.176941E-01;9.528198E-02
4.917175E-13;5.023926E+00;-2.603394E-01;4.582153E-01;1.551941E-01;5.778198E-02
9.667175E-13;3.023926E+00;-5.103394E-01;4.082153E-01;8.019409E-02;1.327820E-01
1.057800E-13;5.398926E+00;-1.822144E-01;4.863403E-01;6.613159E-02;1.562195E-01
5.807800E-13;3.398926E+00;-4.322144E-01;4.363403E-01;1.411316E-01;8.121948E-02
3.432800E-13;4.398926E+00;-3.072144E-01;4.113403E-01;1.036316E-01;1.187195E-01
8.182800E-13;6.398926E+00;-5.572144E-01;4.613403E-01;1.786316E-01;1.937195E-01
2.245300E-13;3.898926E+00;-4.947144E-01;4.238403E-01;1.598816E-01;1.374695E-01
6.995300E-13;5.898926E+00;-2.447144E-01;4.738403E-01;8.488159E-02;6.246948E-02
4.620300E-13;6.898926E+00;-3.697144E-01;4.988403E-01;1.973816E-01;9.996948E-02
9.370300E-13;4.898926E+00;-1.197144E-01;4.488403E-01;1.223816E-01;1.749695E-01
1.651550E-13;4.648926E+00;-4.009644E-01;4.550903E-01;7.550659E-02;1.468445E-01
6.401550E-13;6.648926E+00;-1.509644E-01;4.050903E-01;1.505066E-01;7.184448E-02
4.026550E-13;5.648926E+00;-5.259644E-01;4.300903E-01;1.130066E-01;1.093445E-01
8.776550E-13;3.648926E+00;-2.759644E-01;4.800903E-01;1.880066E-01;1.843445E-01
2.839050E-13;6.148926E+00;-3.384644E-01;4.425903E-01;1.317566E-01;1.280945E-01
7.589050E-13;4.148926E+00;-5.884644E-01;4.925903E-01;5.675659E-02;5.309448E-02
5.214050E-13;3.148926E+00;-2.134644E-01;4.675903E-01;1.692566E-01;9.059448E-02
9.964050E-13;5.148926E+00;-4.634644E-01;4.175903E-01;9.425659E-02;1.655945E-01
5.197144E-14;3.125488E+00;-3.960815E-01;4.388794E-01;1.250183E-01;1.781921E-01
5.269714E-13;5.125488E+00;-1.460815E-01;4.888794E-01;5.001831E-02;1.031921E-01
2.894714E-13;6.125488E+00;-5.210815E-01;4.638794E-01;1.625183E-01;6.569214E-02
7.644714E-13;4.125488E+00;-2.710815E-01;4.138794E-01;8.751831E-02;1.406921E-01
1.707214E-13;5.625488E+00;-3.335815E-01;4.513794E-01;6.876831E-02;1.969421E-01
6.457214E-13;3.625488E+00;-5.835815E-01;4.013794E-01;1.437683E-01;1.219421E-01
4.082214E-13;4.625488E+00;-2.085815E-01;4.263794E-01;1.062683E-01;8.444214E-02
8.832214E-13;6.625488E+00;-4.585815E-01;4.763794E-01;1.812683E-01;1.594421E-01
1.113464E-13;6.875488E+00;-1.773315E-01;4.201294E-01;1.531433E-01;1.688171E-01
5.863464E-13;4.875488E+00;-4.273315E-01;4.701294E-01;7.814331E-02;9.381714E-02
3.488464E-13;3.875488E+00;-3.023315E-01;4.951294E-01;1.906433E-01;5.631714E-02
8.238464E-13;5.875488E+00;-5.523315E-01;4.451294E-01;1.156433E-01;1.313171E-01
2.300964E-13;4.375488E+00;-4.898315E-01;4.826294E-01;5.939331E-02;1.875671E-01
7.050964E-13;6.375488E+00;-2.398315E-01;4.326294E-01;1.343933E-01;1.125671E-01
4.675964E-13;5.375488E+00;-3.648315E-01;4.076294E-01;9.689331E-02;7.506714E-02
9.425964E-13;3.375488E+00;-1.148315E-01;4.576294E-01;1.718933E-01;1.500671E-01
8.165894E-14;5.000488E+00;-5.992065E-01;4.357544E-01;1.953308E-01;1.360046E-01
5.566589E-13;3.000488E+00;-3.492065E-01;4.857544E-01;1.203308E-01;6.100464E-02
3.191589E-13;4.000488E+00;-4.742065E-01;4.607544E-01;1.578308E-01;9.850464E-02
7.941589E-13;6.000488E+00;-2.242065E-01;4.107544E-01;8.283081E-02;1.735046E-01
2.004089E-13;3.500488E+00;-1.617065E-01;4.732544E-01;1.015808E-01;1.547546E-01
6.754089E-13;5.500488E+00;-4.117065E-01;4.232544E-01;1.765808E-01;7.975464E-02
4.379089E-13;6.500488E+00;-2.867065E-01;4.482544E-01;6.408081E-02;1.172546E-01
9.129089E-13;4.500488E+00;-5.367065E-01;4.982544E-01;1.390808E-01;1.922546E-01
1.410339E-13;4.750488E+00;-2.554565E-01;4.045044E-01;1.672058E-01;1.266296E-01
6.160339E-13;6.750488E+00;-5.054565E-01;4.545044E-01;9.220581E-02;5.162964E-02
3.785339E-13;5.750488E+00;-1.304565E-01;4.795044E-01;1.297058E-01;8.912964E-02
8.535339E-13;3.750488E+00;-3.804565E-01;4.295044E-01;5.470581E-02;1.641296E-01
2.597839E-13;6.250488E+00;-4.429565E-01;4.920044E-01;1.109558E-01;1.453796E-01
7.347839E-13;4.250488E+00;-1.929565E-01;4.420044E-01;1.859558E-01;7.037964E-02
4.972839E-13;3.250488E+00;-5.679565E-01;4.170044E-01;7.345581E-02;1.078796E-01
9.722839E-13;5.250488E+00;-3.179565E-01;4.670044E-01;1.484558E-01;1.828796E-01
6.681519E-14;6.062988E+00;-2.945190E-01;4.810669E-01;9.454956E-02;8.209839E-02
5.418152E-13;4.062988E+00;-5.445190E-01;4.310669E-01;1.695496E-01;1.570984E-01
3.043152E-13;3.062988E+00;-1.695190E-01;4.060669E-01;5.704956E-02;1.945984E-01
7.793152E-13;5.062988E+00;-4.195190E-01;4.560669E-01;1.320496E-01;1.195984E-01
1.855652E-13;4.562988E+00;-3.570190E-01;4.185669E-01;1.882996E-01;6.334839E-02
6.605652E-13;6.562988E+00;-1.070190E-01;4.685669E-01;1.132996E-01;1.383484E-01
4.230652E-13;5.562988E+00;-4.820190E-01;4.935669E-01;1.507996E-01;1.758484E-01
8.980652E-13;3.562988E+00;-2.320190E-01;4.435669E-01;7.579956E-02;1.008484E-01
1.261902E-13;3.812988E+00;-5.132690E-01;4.623169E-01;1.226746E-01;7.272339E-02
6.011902E-13;5.812988E+00;-2.632690E-01;4.123169E-01;1.976746E-01;1.477234E-01
3.636902E-13;6.812988E+00;-3.882690E-01;4.373169E-01;8.517456E-02;1.852234E-01
8.386902E-13;4.812988E+00;-1.382690E-01;4.873169E-01;1.601746E-01;1.102234E-01
2.449402E-13;5.312988E+00;-2.007690E-01;4.498169E-01;1.789246E-01;5.397339E-02
7.199402E-13;3.312988E+00;-4.507690E-01;4.998169E-01;1.039246E-01;1.289734E-01
4.824402E-13;4.312988E+00;-3.257690E-01;4.748169E-01;1.414246E-01;1.664734E-01
9.574402E-13;6.312988E+00;-5.757690E-01;4.248169E-01;6.642456E-02;9.147339E-02
9.650269E-14;4.187988E+00;-1.226440E-01;4.966919E-01;8.048706E-02;1.242859E-01
5.715027E-13;6.187988E+00;-3.726440E-01;4.466919E-01;1.554871E-01;1.992859E-01
3.340027E-13;5.187988E+00;-2.476440E-01;4.216919E-01;1.179871E-01;1.617859E-01
8.090027E-13;3.187988E+00;-4.976440E-01;4.716919E-01;1.929871E-01;8.678589E-02
2.152527E-13;6.687988E+00;-5.601440E-01;4.091919E-01;1.367371E-01;1.055359E-01
6.902527E-13;4.687988E+00;-3.101440E-01;4.591919E-01;6.173706E-02;1.805359E-01
4.527527E-13;3.687988E+00;-4.351440E-01;4.841919E-01;1.742371E-01;1.430359E-01
9.277527E-13;5.687988E+00;-1.851440E-01;4.341919E-01;9.923706E-02;6.803589E-02
1.558777E-13;5.937988E+00;-4.663940E-01;4.654419E-01;5.236206E-02;1.149109E-01
6.308777E-13;3.937988E+00;-2.163940E-01;4.154419E-01;1.273621E-01;1.899109E-01
3.933777E-13;4.937988E+00;-5.913940E-01;4.404419E-01;8.986206E-02;1.524109E-01
8.683777E-13;6.937988E+00;-3.413940E-01;4.904419E-01;1.648621E-01;7.741089E-02
2.746277E-13;3.437988E+00;-2.788940E-01;4.279419E-01;1.461121E-01;9.616089E-02
7.496277E-13;5.437988E+00;-5.288940E-01;4.779419E-01;7.111206E-02;1.711609E-01
5.121277E-13;6.437988E+00;-1.538940E-01;4.529419E-01;1.836121E-01;1.336609E-01
9.871277E-13;4.437988E+00;-4.038940E-01;4.029419E-01;1.086121E-01;5.866089E-02
5.939331E-14;5.531738E+00;-1.343628E-01;4.005981E-01;1.215027E-01;1.863953E-01
5.343933E-13;3.531738E+00;-3.843628E-01;4.505981E-01;1.965027E-01;1.113953E-01
2.968933E-13;4.531738E+00;-2.593628E-01;4.755981E-01;8.400269E-02;7.389526E-02
7.718933E-13;6.531738E+00;-5.093628E-01;4.255981E-01;1.590027E-01;1.488953E-01
1.781433E-13;3.031738E+00;-5.718628E-01;4.880981E-01;1.777527E-01;1.676453E-01
6.531433E-13;5.031738E+00;-3.218628E-01;4.380981E-01;1.027527E-01;9.264526E-02
4.156433E-13;6.031738E+00;-4.468628E-01;4.130981E-01;1.402527E-01;5.514526E-02
8.906433E-13;4.031738E+00;-1.968628E-01;4.630981E-01;6.525269E-02;1.301453E-01
1.187683E-13;4.281738E+00;-4.156128E-01;4.318481E-01;9.337769E-02;1.957703E-01
5.937683E-13;6.281738E+00;-1.656128E-01;4.818481E-01;1.683777E-01;1.207703E-01
3.562683E-13;5.281738E+00;-5.406128E-01;4.568481E-01;5.587769E-02;8.327026E-02
8.312683E-13;3.281738E+00;-2.906128E-01;4.068481E-01;1.308777E-01;1.582703E-01
2.375183E-13;6.781738E+00;-2.281128E-01;4.693481E-01;1.871277E-01;1.770203E-01
7.125183E-13;4.781738E+00;-4.781128E-01;4.193481E-01;1.121277E-01;1.020203E-01
4.750183E-13;3.781738E+00;-1.031128E-01;4.443481E-01;1.496277E-01;6.452026E-02
9.500183E-13;5.781738E+00;-3.531128E-01;4.943481E-01;7.462769E-02;1.395203E-01
8.908081E-14;3.656738E+00;-3.374878E-01;4.224731E-01;5.119019E-02;1.442078E-01
5.640808E-13;5.656738E+00;-5.874878E-01;4.724731E-01;1.261902E-01;6.920776E-02
3.265808E-13;6.656738E+00;-2.124878E-01;4.974731E-01;8.869019E-02;1.067078E-01
8.015808E-13;4.656738E+00;-4.624878E-01;4.474731E-01;1.636902E-01;1.817078E-01
2.078308E-13;5.156738E+00;-3.999878E-01;4.849731E-01;1.449402E-01;1.254578E-01
6.828308E-13;3.156738E+00;-1.499878E-01;4.349731E-01;6.994019E-02;5.045776E-02
4.453308E-13;4.156738E+00;-5.249878E-01;4.099731E-01;1.824402E-01;8.795776E-02
9.203308E-13;6.156738E+00;-2.749878E-01;4.599731E-01;1.074402E-01;1.629578E-01
1.484558E-13;6.406738E+00;-4.937378E-01;4.412231E-01;7.931519E-02;1.535828E-01
